article_index,article_title,article_date,sentence,category,auto_tagged_voice
290,Photos: Life Under the Bombs in Khan Younis,2023-10-19,"
The  images  the  Gazan  photographers  took  in  Khan  Younis  show  a  sliver  of  what  Gaza  as  a  whole  is  experiencing:  intense  bombardment  that  has  reduced  buildings  to  rubble  and  killed  many  civilians,  people  sleeping  in  the  streets  and  lining  up  for  water  and  bread,  and  families  left  to  mourn  the  loss  of  life. ",palestine,ACTIVE
290,Photos: Life Under the Bombs in Khan Younis,2023-10-19," The  Gazan  Health  Ministry  says  that  more  than  3,780  people  have  been  killed  and  thousands  more  injured.
 ",palestine,PASSIVE
290,Photos: Life Under the Bombs in Khan Younis,2023-10-19,"
 The  United  Nations  agency  that  distributes  aid  to  Palestinians  said  that  14  of  its  personnel  had  been  killed  as  of  Thursday. ",palestine,PASSIVE
47,"An airstrike hit a school in a Gaza refugee camp, killing six, the U.N. said.",2023-10-20," An  airstrike  hit  a  school  in  a  Gaza  refugee  camp,  killing  six,  the  U.N.  said. ",palestine,ACTIVE
47,"An airstrike hit a school in a Gaza refugee camp, killing six, the U.N. said.",2023-10-20," 
An  airstrike  hit  a  school-turned-shelter  in  central  Gaza  on  Tuesday,  killing  at  least  six  people,  according  to  UNRWA,  the  United  Nations  agency  that  administers  aid  to  Palestinians.
",palestine,ACTIVE
469,"Israel Strikes West Bank Mosque, Killing Two",2023-10-22," Israel  Strikes  West  Bank  Mosque,  Killing  Two  T-I-T-L-E-E-N-D.  ",palestine,ACTIVE
469,"Israel Strikes West Bank Mosque, Killing Two",2023-10-22,"
The  Israeli  military  carried  out  a  rare  airstrike  on  a  mosque  in  the  occupied  West  Bank  overnight,  killing  at  least  two  people  in  what  Palestinian  officials  called  a  “dangerous  escalation.”
",palestine,ACTIVE
469,"Israel Strikes West Bank Mosque, Killing Two",2023-10-22,"
At  least  two  people  were  killed  and  three  others  were  injured,  according  to  the  Palestinian  health  ministry. ",palestine,PASSIVE
469,"Israel Strikes West Bank Mosque, Killing Two",2023-10-22," The  Palestinian  Health  Ministry  in  the  West  Bank  said  90  Palestinians  had  been  killed  since  Oct.  7  in  the  occupied  territory  in  clashes  with  Israeli  forces  and  attacks  by  armed  Israeli  settlers,  by  far  the  most  in  any  two  consecutive  weeks  this  year. ",palestine,PASSIVE
748,"Across Mideast, Protests Erupt Over ‘Horrific Scenes’ in Gaza",2023-10-18,"
Thousands  of  protesters  marched  in  grief,  fury  and  solidarity  across  the  Middle  East  on  Tuesday  night  and  Wednesday,  after  hundreds  of  Palestinian  civilians  were  killed  in  an  explosion  at  a  hospital  in  Gaza. ",palestine,PASSIVE
748,"Across Mideast, Protests Erupt Over ‘Horrific Scenes’ in Gaza",2023-10-18,"
Whatever  final  conclusions  the  investigators  still  parsing  the  evidence  eventually  reach  about  the  blast’s  origins  did  not  seem  likely  to  change,  for  many  Arabs,  the  stark  truth:  It  was  Israel  that  was  now  bombing  Gaza,  killing  far  more  civilians  than  Palestinian  militants  had  killed  in  Israel  11  days  earlier,  in  a  repeat  of  the  lopsided  math  of  previous  Israeli  retribution  campaigns.
",both,ACTIVE
748,"Across Mideast, Protests Erupt Over ‘Horrific Scenes’ in Gaza",2023-10-18,"
Whatever  final  conclusions  the  investigators  still  parsing  the  evidence  eventually  reach  about  the  blast’s  origins  did  not  seem  likely  to  change,  for  many  Arabs,  the  stark  truth:  It  was  Israel  that  was  now  bombing  Gaza,  killing  far  more  civilians  than  Palestinian  militants  had  killed  in  Israel  11  days  earlier,  in  a  repeat  of  the  lopsided  math  of  previous  Israeli  retribution  campaigns.
",both,ACTIVE
265,Friday Briefing,2023-10-20," Hopes  are  high  that  the  aid  trucks  would  be  able  to  cross  into  Gaza  today,  according  to  the  U.N.

Hospital  explosion:  U.S.  intelligence  agencies  said  that  a  deadly  blast  at  Ahli  Arab  Hospital  killed  100  to  300  people,  a  more  conservative  estimate  than  that  given  by  officials  in  Gaza. ",palestine,ACTIVE
449,New Questions About Mideast Events and the Laws of War,2023-10-20," Still,  it  has  continued  to  bombard  both  northern  Gaza  and  some  of  the  southern  areas  to  which  it  had  urged  civilians  to  flee.Gaza  health  officials  said  on  Thursday  that  at  least  3,785  people  had  been  killed  since  Oct.  7,  including  1,524  children,  while  Gaza's  government  press  office  said  more  than  a  million  Palestinians  in  the  enclave  had  been  displaced.In  statements  last  week,  the  International  Committee  of  the  Red  Cross  and  the  Norwegian  Refugee  Council  described  the  order  as  unlawful.",palestine,PASSIVE
1159,Friday Briefing: Gaza aid deal sees progress,2023-10-19," 
The  toll:  Gaza  health  officials  said  at  a  news  conference  that  at  least  3,785  people  had  been  killed  in  the  enclave  since  Oct.  7. ",palestine,PASSIVE
1159,Friday Briefing: Gaza aid deal sees progress,2023-10-19," U.S.  intelligence  agencies  estimate  the  blast  killed  between  100  and  300  people,  but  cautioned  that  their  assessments  could  change. 
",palestine,ACTIVE
1309,China’s top leader calls for a cease-fire in the Israel-Hamas war.,2023-10-19,"
China,  along  with  Russia,  has  so  far  refused  to  condemn  Hamas,  the  Palestinian  militant  group  that  controls  Gaza  and  whose  brutal  attack  on  Israel  on  Oct.  7  killed  more  than  1,400  people,  according  to  the  Israeli  authorities. ",israel,ACTIVE
1295,I Negotiated Israel’s Hardest Hostage Deal. Here’s What’s Next in Gaza.,2023-10-21," Israeli  intelligence  analysts  will  be  looking  for  leads  anywhere  they  can  find  them,  such  as  data  from  cellphones  found  on  the  bodies  of  terrorists  killed  since  the  attack  on  Oct.  7.
",palestine,ACTIVE
1295,I Negotiated Israel’s Hardest Hostage Deal. Here’s What’s Next in Gaza.,2023-10-21," But  the  killing  spree  of  Oct.  7,  including  the  butchering  of  whole  families,  the  burning  of  homes,  the  destruction  of  whole  communities,  changed  that. ",israel,
203,"‘I Love You. I Am Sorry’: One Jew, One Muslim and a Friendship Tested by War",2023-10-21,"
Aziza  Hasan,  a  devout  Muslim,  looked  out  at  the  group  gathered  around  her,  spoke  of  the  loved  ones  who  had  died  in  Israel  and  Gaza  and  began  reciting  the  first  chapter  of  the  Quran.
",both,ACTIVE
55,The marketing of a massacre,2023-10-19, Never  mind  that  they  slaughtered  babies. ,israel,ACTIVE
502,Biden’s Moment: A President Convinced of America’s Role in the World,2023-10-19," After  the  horrific  scenes  of  burned  babies  and  kibbutz  residents  shot,  raped  or  taken  hostage  by  Hamas,  he  will  almost  certainly  get  the  billions  he  is  expected  to  ask  for  tonight  to  defend  Israel. ",israel,ACTIVE
352,Senators Grill Biden's Choice To Be Ambassador to Israel,2023-10-19," Republicans  on  the  Senate  Foreign  Relations  Committee  accused  Jacob  Lew  of  having  enabled  the  rise  of  Iran-backed  terror  groups  as  President  Obama's  Treasury  secretary.As  President  Biden  visited  Israel  on  Wednesday  to  pledge  U.S.  support  in  its  fight  against  Hamas,  his  nominee  to  fill  the  conspicuously  empty  American  ambassador's  post  to  the  country  faced  Republican  opposition  at  home.The  nomination  of  Jacob  J.  Lew,  who  served  as  Treasury  secretary  during  the  Obama  administration,  was  announced  last  month  but  has  gained  urgency  since  Hamas  attackers  slaughtered  at  least  1,400  Israelis  on  Oct.  7. ",israel,ACTIVE
903,Israel Is About to Make a Terrible Mistake,2023-10-22," Settlers  there  have  killed  at  least  seven  Palestinian  civilians  in  acts  of  revenge  in  just  the  past  week.Meanwhile,  U.S.  officials  told  me,  the  representatives  of  those  settlers  in  the  cabinet  are  withholding  tax  money  owed  the  Palestinian  Authority,  making  it  harder  for  it  to  keep  the  West  Bank  as  under  control  as  it  has  been  since  the  start  of  the  Hamas  war.Netanyahu  should  not  allow  this,  but  he  has  trapped  himself. ",palestine,ACTIVE
903,Israel Is About to Make a Terrible Mistake,2023-10-22," After  that  rocket  failed  and  fell  on  the  Palestinian  hospital  in  Gaza,  killing  scores  of  people,  Hamas  and  Islamic  Jihad  rushed  out  and  claimed  --  with  no  evidence  --  that  Israel  had  deliberately  bombed  the  hospital,  setting  streets  ablaze  across  the  Arab  world. ",palestine,
178,Here’s the latest on the war.,2023-10-20," The  request  also  included  about  $9  billion  in  humanitarian  assistance  for  Israel,  Gaza  and  Ukraine.Israeli  authorities  began  to  evacuate  the  northern  city  of  Kiryat  Shmona,  the  military  and  the  city’s  municipality  said,  as  cross-border  fire  continued  between  Israeli  forces  and  armed  groups  in  Lebanon.Deadly  violence  is  surging  across  the  Israeli-occupied  West  Bank,  where  13  Palestinians  and  one  Israeli  officer  were  killed  in  clashes  on  Thursday,  according  to  Palestinian  and  Israeli  officials.The  Israeli  military  continued  to  prepare  for  an  expected  ground  assault  into  the  Hamas-ruled  Gaza  Strip,  with  scores  of  troops  gathered  in  staging  areas  near  the  border  of  the  enclave,  although  the  timing  of  the  next  phase  of  the  operation  remained  in  doubt. ",both,PASSIVE
177,Tensions escalate in Berlin after the blast at a hospital in Gaza.,2023-10-19," But  a  blast  at  a  hospital  in  Gaza  on  Wednesday  that  killed  hundreds  of  people,  according  to  the  Palestinian  authorities,  has  intensified  the  tensions  on  Berlin’s  streets.
",palestine,ACTIVE
368,U.S. Officials Tentatively Estimate Death Toll in Hospital Explosion at 100 to 300,2023-10-20, American  officials  say  the  blast  on  Tuesday  likely  killed  100  to  300  people. ,palestine,ACTIVE
368,U.S. Officials Tentatively Estimate Death Toll in Hospital Explosion at 100 to 300,2023-10-20,"American  intelligence  agencies  have  assessed  that  a  deadly  blast  at  a  Gaza  hospital  on  Tuesday  killed  100  to  300  people,  a  more  conservative  estimate  than  that  given  by  officials  in  Gaza,  and  that  the  hospital  suffered  light  damage.The  Hamas-run  health  ministry  in  Gaza  gave  the  death  toll  as  471,  revising  its  earlier  assertion  of  500  dead.The  unclassified  assessment  drafted  by  U.S.  intelligence  agencies  on  Wednesday  cautioned  that  the  casualty  assessments  could  change.U.S. ",palestine,ACTIVE
368,U.S. Officials Tentatively Estimate Death Toll in Hospital Explosion at 100 to 300,2023-10-20, The  Hamas-run  health  ministry  in  Gaza  said  471  people  were  killed. ,palestine,PASSIVE
503,We Must Not Kill Gazan Children to Try to Protect Israel’s Children,2023-10-21," Consider  that  more  than  1,500  children  in  Gaza  have  been  killed,  according  to  the  Gaza  Ministry  of  Health,  and  around  one-third  of  Gaza  homes  have  been  destroyed  or  damaged  in  just  two  weeks  —  and  this  is  merely  the  softening-up  before  what  is  expected  to  be  a  much  bloodier  ground  invasion.
",palestine,PASSIVE
1255,"Before a deadly blast, Israeli soldiers repeatedly warned a hospital to evacuate, its owners say.",2023-10-18,"
The  Hamas-run  Gaza  Health  Ministry  said  that  the  explosion,  at  the  Ahli  Arab  Hospital,  killed  hundreds  of  civilians  and  was  caused  by  an  Israeli  airstrike. ",palestine,ACTIVE
165,Biden Lays out Stakes for America as He Seeks Aid for Israel and Ukraine,2023-10-20,"
Biden  took  his  case  for  the  new  spending  directly  to  the  public  less  than  two  weeks  after  Hamas  terrorists  slaughtered  more  than  1,400  Israelis  and  just  two  days  after  an  explosion  at  a  hospital  in  the  Gaza  Strip  killed  as  many  as  several  hundred  Palestinians. ",both,ACTIVE
165,Biden Lays out Stakes for America as He Seeks Aid for Israel and Ukraine,2023-10-20,"
Biden  took  his  case  for  the  new  spending  directly  to  the  public  less  than  two  weeks  after  Hamas  terrorists  slaughtered  more  than  1,400  Israelis  and  just  two  days  after  an  explosion  at  a  hospital  in  the  Gaza  Strip  killed  as  many  as  several  hundred  Palestinians. ",both,ACTIVE
875,"Hamas Releases Two U.S. Hostages, a Mother and Daughter",2023-10-20,"

The  women,  dual  American-Israeli  citizens  who  live  in  Illinois,  had  been  kidnapped  from  Kibbutz  Nahal  Oz  during  the  Oct.  7  Hamas  attacks  on  Israel  that  killed  about  1,400  people,  and  they  were  taken  back  to  the  Gaza  Strip. ",israel,ACTIVE
875,"Hamas Releases Two U.S. Hostages, a Mother and Daughter",2023-10-20," Hamas  has  said  that  Israel’s  bombing  campaign  in  retaliation  for  the  Oct.  7  attack  has  killed  a  number  of  hostages,  along  with  the  Hamas  militants  holding  them.

",both,ACTIVE
875,"Hamas Releases Two U.S. Hostages, a Mother and Daughter",2023-10-20," She  said  the  children  belonged  to  her  neighbor,  who  was  killed  in  the  attack.

",israel,PASSIVE
288,Here’s the latest on the war.,2023-10-21,"
Several  U.N.  and  European  officials  and  diplomats  familiar  with  talks  on  allowing  aid  into  Gaza  said  Israel  has  insisted  the  aid  should  not  strengthen  Hamas,  whose  military  wing  killed  more  than  1,400  people  and  captured  about  200  hostages  in  its  Oct.  7  assault  into  Israel. ",israel,ACTIVE
1183,Protests Over 'Horrific Scenes' in Gaza Erupt in Streets Across the Middle East,2023-10-19," In  Istanbul,  80,000  people  massed  outside  the  Israeli  Consulate,  including  some  who  attempted  to  storm  the  building  with  stones,  sticks,  torches  and  fireworks.Thousands  of  protesters  marched  in  grief,  fury  and  solidarity  across  the  Middle  East  on  Tuesday  night  and  Wednesday,  after  hundreds  of  Palestinian  civilians  were  killed  in  an  explosion  at  a  hospital  in  Gaza. ",palestine,PASSIVE
1183,Protests Over 'Horrific Scenes' in Gaza Erupt in Streets Across the Middle East,2023-10-19," The  leaders  of  Jordan  and  Egypt  canceled  a  meeting  with  President  Biden  after  the  hospital  explosion,  apparently  unwilling  to  stomach  being  seen  with  the  leader  of  Israel's  staunchest  supporter  as  images  of  bloodied  children  at  the  hospital  were  ricocheting  around  Arab  social  media.The  widespread  criticism  made  for  a  striking  convergence:  For  once,  many  Arab  publics  long  frustrated  with  their  leaders  over  a  wide  range  of  issues  appeared  to  be  more  or  less  on  the  same  page  as  their  governments.Whatever  final  conclusions  the  investigators  still  parsing  the  evidence  eventually  reach  about  the  blast's  origins  did  not  seem  likely  to  change,  for  many  Arabs,  the  stark  truth:  It  was  Israel  that  was  now  bombing  Gaza,  killing  far  more  civilians  than  Palestinian  militants  had  killed  in  Israel  11  days  earlier,  in  a  repeat  of  the  lopsided  math  of  previous  Israeli  retribution  campaigns.It  was  Israel  that  had  herded  two  million  Palestinian  civilians  into  the  open-air  jail  that  rights  groups  say  Gaza  has  become  and  systematically  diminished  any  Palestinian  chance  at  statehood,  laying  what  experts  have  said  were  the  foundations  for  conflict. ",both,ACTIVE
1183,Protests Over 'Horrific Scenes' in Gaza Erupt in Streets Across the Middle East,2023-10-19," The  leaders  of  Jordan  and  Egypt  canceled  a  meeting  with  President  Biden  after  the  hospital  explosion,  apparently  unwilling  to  stomach  being  seen  with  the  leader  of  Israel's  staunchest  supporter  as  images  of  bloodied  children  at  the  hospital  were  ricocheting  around  Arab  social  media.The  widespread  criticism  made  for  a  striking  convergence:  For  once,  many  Arab  publics  long  frustrated  with  their  leaders  over  a  wide  range  of  issues  appeared  to  be  more  or  less  on  the  same  page  as  their  governments.Whatever  final  conclusions  the  investigators  still  parsing  the  evidence  eventually  reach  about  the  blast's  origins  did  not  seem  likely  to  change,  for  many  Arabs,  the  stark  truth:  It  was  Israel  that  was  now  bombing  Gaza,  killing  far  more  civilians  than  Palestinian  militants  had  killed  in  Israel  11  days  earlier,  in  a  repeat  of  the  lopsided  math  of  previous  Israeli  retribution  campaigns.It  was  Israel  that  had  herded  two  million  Palestinian  civilians  into  the  open-air  jail  that  rights  groups  say  Gaza  has  become  and  systematically  diminished  any  Palestinian  chance  at  statehood,  laying  what  experts  have  said  were  the  foundations  for  conflict. ",both,ACTIVE
1183,Protests Over 'Horrific Scenes' in Gaza Erupt in Streets Across the Middle East,2023-10-19,"""Reporting  was  contributed  by  Aida  Alami  and  Anushka  Patil  from  New  York;  Imen  Blioua  from  Tunis,  Tunisia;  Vivian  Nereim  from  Riyadh,  Saudi  Arabia;  Euan  Ward  from  Beirut,  Lebanon;  and  Fahad  Al  Mukrashi  from  Muscat,  Oman.Reporting  was  contributed  by  Aida  Alami  and  Anushka  Patil  from  New  York;  Imen  Blioua  from  Tunis,  Tunisia;  Vivian  Nereim  from  Riyadh,  Saudi  Arabia;  Euan  Ward  from  Beirut,  Lebanon;  and  Fahad  Al  Mukrashi  from  Muscat,  Oman.Demonstrators  in  Cairo  on  Wednesday  protesting  the  explosion  at  a  hospital  in  Gaza  that  killed  hundreds  of  people. ",palestine,ACTIVE
404,State Department Official Resigns Over Arms Transfers to Israel,2023-10-19,"
Mr.  Biden  has  embraced  Israel  since  Hamas  killed  more  than  1,400  people  and  took  nearly  200  hostages  in  an  attack  early  this  month,  and  his  administration  is  preparing  a  request  of  $14  billion  in  mostly  military  aid,  according  to  officials  familiar  with  the  plan. ",israel,ACTIVE
869,U.S. Sends More Missile Defense Systems to Middle East,2023-10-22,"
Since  Hamas  attacked  Israel  on  Oct.  7,  killing  at  least  1,400  Israelis,  the  United  States  has  increased  its  troop  presence  in  the  region  and  sent  more  military  supplies  to  Israel  as  Israel  prepares  for  a  possible  ground  invasion  of  the  Gaza  Strip. ",israel,ACTIVE
1240,Do We Treat Palestinians as Lesser Victims?,2023-10-22," Consider  that  more  than  1,500  children  in  Gaza  have  been  killed,  according  to  the  Gaza  Ministry  of  Health,  and  around  one-third  of  Gaza  homes  have  been  destroyed  or  damaged  in  just  two  weeks  --  and  this  is  merely  the  softening-up  before  what  is  expected  to  be  a  much  bloodier  ground  invasion.I've  flown  into  beautiful,  sun-washed  Tel  Aviv,  where  the  graffiti  reads  ""Destroy  Hamas."" ",palestine,PASSIVE
1219,"For Biden, a Conflict Presenting Both Risk And Opportunity",2023-10-19," For  the  first  time,  the  president  offered  money  for  displaced  Palestinians  and  cautioned  that  the  United  States  made  mistakes  responding  to  the  Sept.  11,  2001,  attacks  that  Israel  should  not  repeat.At  the  same  time,  creeping  anger  within  his  party's  left  is  threatening  to  grow  as  Israel  pummels  Gaza  with  airstrikes  and  moves  toward  a  potential  ground  invasion,  with  progressive  Democrats  accusing  Mr.  Biden  of  abetting  a  war  that  has  already  killed  thousands  of  Palestinians.Those  emotions  flared  on  Tuesday  after  a  deadly  explosion  at  a  Gaza  City  hospital,  with  Israeli  and  Gazan  officials  blaming  each  other  for  the  blast. ",palestine,ACTIVE
1219,"For Biden, a Conflict Presenting Both Risk And Opportunity",2023-10-19,"While  Republicans  who  have  offered  surprising  praise  for  Mr.  Biden's  response  to  the  Hamas  attack  have  largely  cast  the  conflict  as  a  black-and-white  issue,  things  are  more  complicated  among  the  progressive  base  of  the  Democratic  Party.Large  segments  of  Democratic  voters,  especially  younger  ones,  are  skeptical  if  not  hostile  to  Israeli  policy  toward  the  Palestinians  and  are  disinclined  to  support  a  war,  even  in  response  to  a  Hamas  attack  that  killed  more  than  1,400  Israelis.The  discontent  has  been  evident  in  two  documents  in  recent  days. ",israel,ACTIVE
1289,First Part Of Aid Flows Into Gaza At Egypt Border,2023-10-22," The  Israeli  military  is  blocking  fuel  from  the  territory  because  it  fears  it  will  be  used  by  Hamas  for  military  purposes.Seven  hospitals  and  25  health  care  clinics  are  out  of  service  because  they  ran  out  of  fuel,  according  to  the  Gaza  Health  Ministry,  operated  by  Hamas.Saturday  marked  two  weeks  since  the  Hamas  rampage  that  killed  more  than  1,400  Israelis  and  triggered  Israel's  declaration  of  war. ",israel,ACTIVE
1289,First Part Of Aid Flows Into Gaza At Egypt Border,2023-10-22," That  expedited  process  used  for  the  first  20  trucks  would  not  be  replicated,  the  officials  said.Amid  the  worsening  humanitarian  conditions  in  Gaza  and  the  prospect  of  invasion,  the  world's  visibility  into  the  conflict  was  increasingly  in  jeopardy.As  of  Friday,  at  least  22  journalists  have  been  killed  in  the  war,  according  to  the  Committee  to  Protect  Journalists.",both,PASSIVE
1289,First Part Of Aid Flows Into Gaza At Egypt Border,2023-10-22," (PHOTOGRAPH  BY  SERGEY  PONOMAREV  FOR  THE  NEW  YORK  TIMES);  Israeli  airstrikes  have  killed  at  least  4,385  people,  according  to  Gaza's  Health  Ministry. ",palestine,ACTIVE
347,Here’s the latest on the war.,2023-10-19," With  Israel  threatening  a  ground  invasion  of  Gaza,  many  in  the  region  fear  that  the  fighting  could  escalate  into  a  war  involving  Lebanon.Seven  Palestinians  were  killed  in  the  West  Bank  in  the  last  24  hours,  according  to  the  Palestinian  Health  Ministry,  including  one  who  was  shot  dead  by  settlers  during  an  assault  on  a  Palestinian  village. ",palestine,PASSIVE
347,Here’s the latest on the war.,2023-10-19," With  Israel  threatening  a  ground  invasion  of  Gaza,  many  in  the  region  fear  that  the  fighting  could  escalate  into  a  war  involving  Lebanon.Seven  Palestinians  were  killed  in  the  West  Bank  in  the  last  24  hours,  according  to  the  Palestinian  Health  Ministry,  including  one  who  was  shot  dead  by  settlers  during  an  assault  on  a  Palestinian  village. ",palestine,PASSIVE
347,Here’s the latest on the war.,2023-10-19," The  remaining  six  were  killed  by  Israeli  forces  during  overnight  raids,  the  ministry  said.Gaza  health  officials  told  a  news  conference  that  at  least  3,785  people  had  been  killed  and  more  than  12,000  injured  in  the  enclave  since  Oct.  7. ",palestine,PASSIVE
347,Here’s the latest on the war.,2023-10-19," The  remaining  six  were  killed  by  Israeli  forces  during  overnight  raids,  the  ministry  said.Gaza  health  officials  told  a  news  conference  that  at  least  3,785  people  had  been  killed  and  more  than  12,000  injured  in  the  enclave  since  Oct.  7. ",palestine,PASSIVE
1297,When a Car Is Affordable Housing and More: The Week in Reporter Reads,2023-10-20,"
A  coalition  of  more  than  30  student  groups  posted  an  open  letter  on  the  night  of  the  Hamas  attack,  saying  that  Israel  was  “entirely  responsible”  for  the  violence  that  ended  up  killing  more  than  1,400  people,  most  of  them  civilians.
",israel,ACTIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," Amid  a  war  between  Israel  and  Hamas  that  has  killed  thousands,  more  than  2  million  people  are  trapped  in  the  territory,  many  of  them  displaced  from  their  homes,  with  rapidly  dwindling  vital  supplies.

",both,ACTIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"
The  primary  concern  voiced  by  the  Israeli  government  is  that  the  aid  not  strengthen  or  fall  into  the  hands  of  Hamas,  whose  Oct.  7  assault  into  Israel  killed  some  1,400  people  and  captured  about  200  hostages.
",israel,ACTIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"

More  than  4,100  people  in  Gaza  have  been  killed  in  the  conflict,  according  to  Hamas’  health  ministry,  with  an  unknown  number  still  buried,  dead  or  alive,  under  the  rubble. ",palestine,PASSIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," Among  those  killed  have  been  dozens  of  aid,  rescue  and  medical  workers.

",palestine,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"

On  Friday,  a  strike  hit  a  school-turned-shelter  in  central  Gaza,  killing  six  people,  according  to  a  U.N.  relief  agency,  and  another  struck  the  compound  of  a  Greek  Orthodox  Church  in  Gaza  City,  in  the  north,  that  was  also  sheltering  displaced  people,  killing  at  least  16,  according  to  the  Gaza  health  ministry. ",palestine,ACTIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"

On  Friday,  a  strike  hit  a  school-turned-shelter  in  central  Gaza,  killing  six  people,  according  to  a  U.N.  relief  agency,  and  another  struck  the  compound  of  a  Greek  Orthodox  Church  in  Gaza  City,  in  the  north,  that  was  also  sheltering  displaced  people,  killing  at  least  16,  according  to  the  Gaza  health  ministry. ",palestine,ACTIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"
The  Israeli  bombing  campaign  has  prompted  protests  in  many  countries,  particularly  Muslim  ones,  and  a  surge  of  deadly  violence  in  the  Israeli-occupied  West  Bank,  where  13  Palestinians  and  one  Israeli  officer  were  killed  in  clashes  on  Thursday,  according  to  Palestinian  and  Israeli  officials.

",both,PASSIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"

The  worst  violence  took  place  in  the  Nur  Shams  refugee  camp,  a  densely  populated  residential  area  that  Israeli  forces  raided  Thursday  morning,  where  five  of  those  killed  were  children,  Palestinian  health  authorities  said. ",palestine,ACTIVE
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21,"

But  Palestinians  in  Nur  Shams  fought  back,  shooting  and  throwing  improvised  explosives  at  Israeli  soldiers,  killing  one  officer,  the  Israeli  military  said.
",israel,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  grieve  over  the  bodies  of  relatives  killed  by  Israeli  airstrikes  at  a  makeshift  morgue  in  Khan  Younis,  in  southern  Gaza,  on  Friday,  Oct.  20,  2023. ",palestine,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  at  a  funeral  for  children  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  the  southern  Gaza  Strip,  on  Thursday,  Oct.  19,  2023. ",palestine,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Mourners  at  a  funeral  for  a  family  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  the  southern  Gaza  Strip,  on  Thursday,  Oct.  19,  2023. ",palestine,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  carry  the  body  of  a  child  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Thursday,  Oct.  19,  2023. ",palestine,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," (Tamir  Kalifa/The  New  York  Times)



















Mourners  carry  a  body  at  a  funeral  for  a  family  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  the  southern  Gaza  Strip,  on  Thursday,  Oct.  19,  2023. ",palestine,
115,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  carry  the  bodies  of  children  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Thursday,  Oct.  19,  2023. ",palestine,ACTIVE
428,Israel-Hamas War Briefing: Hamas releases two American hostages,2023-10-20," The  group  killed  more  than  1,400  people  in  a  devastating  rampage  in  southern  Israel,  and  took  at  least  203  hostages  back  to  the  Gaza  Strip.
",israel,ACTIVE
363,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,2023-10-18," As  Israel  seeks  to  destroy  Hamas,  which  killed  more  than  1,400  people  and  took  nearly  200  hostages,  his  message  was  that  it  should  not  give  into  excesses  that  cause  unnecessary  loss  of  innocent  life  —  and  in  the  process,  squander  the  world’s  sympathy  the  way  the  United  States  eventually  did  two  decades  ago.

",israel,ACTIVE
363,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,2023-10-18," The  health  ministry  there  said  hundreds  of  people  were  killed.

",palestine,PASSIVE
363,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,2023-10-18,"

The  Israeli  prime  minister  again  recounted  for  Biden  the  horrors  of  the  attack,  describing  women  being  raped,  soldiers  being  beheaded  and  children  hunted  down  in  hiding  places  in  their  homes. ",israel,PASSIVE
363,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,2023-10-18,"
John  F.  Kirby,  a  spokesperson  for  the  White  House  National  Security  Council,  played  down  the  rupture,  saying  that  Abbas  felt  compelled  to  leave  Amman  to  return  to  the  West  Bank  to  observe  three  days  of  mourning  for  the  hundreds  killed  at  the  hospital.

",palestine,
