,article_index,article_title,article_date,sentence,category,auto_tagged_voice
856,499,"How the Israel-Gaza conflict is unfolding in maps, graphics and videos",10/13/2023," The  United  Nations  announced  11  workers  were  killed.
",palestine,PASSIVE
857,499,"How the Israel-Gaza conflict is unfolding in maps, graphics and videos",10/13/2023," The  military  said  it  had  carried  out  more  than  2,000  strikes  across  Gaza  since  Saturday,  killing  hundreds  of  Palestinians.
",palestine,ACTIVE
858,499,"How the Israel-Gaza conflict is unfolding in maps, graphics and videos",10/13/2023," Two  members  of  Hamas's  political  office  were  killed.
",palestine,PASSIVE
859,499,"How the Israel-Gaza conflict is unfolding in maps, graphics and videos",10/13/2023," Survivors  described  tired  festivalgoers  running  for  their  lives  in  a  wide-open  field  as  militants  gunned  them  down.Day  1  Saturday,  Oct.  7Day  of  the  attack

Early  Saturday  morning,  under  the  cover  of  thousands  of  rockets,  Hamas  militants  breached  Israel's  high-tech  ""smart  wall""  and  went  on  a  killing  rampage  in  small  towns  across  southern  Israel.
",israel,
860,501,Is the U.S. getting involved as Israel fights Hamas in Gaza? What to know.,10/12/2023," 
The  United  States  has  pledged  unequivocal  support  for  ally  Israel,  underlining  its  right  to  defend  itself  after  an  unprecedented  incursion  by  Hamas  militants  from  the  Gaza  Strip  killed  at  least  1,400  people  and  wounded  about  4,562.
",israel,ACTIVE
861,501,Is the U.S. getting involved as Israel fights Hamas in Gaza? What to know.,10/12/2023," At  least  25  Americans  were  killed  in  the  attack,  Secretary  of  State  Antony  Blinken  said  as  he  arrived  in  Israel  on  Oct.  12  in  a  show  of  solidarity.
",israel,PASSIVE
862,502,"Welcome to the new, ‘new’ Middle East",10/16/2023," Hamas's  brutal,  deadly  Oct.  7  rampage  in  southern  Israel  has  been  followed  by  a  relentless,  ongoing  Israeli  offensive  that  has  killed  at  least  2,670  Palestinians  in  Gaza  and  displaced  more  than  600,000  people  in  a  matter  of  days. ",palestine,ACTIVE
863,503,"A breakdown of Biden's $106 billion funding request for Israel, Ukraine",10/21/2023," Support  for  Israel

Biden's  funding  request  also  calls  for  Congress  to  approve  $14.3  billion  for  Israel,  after  the  Hamas  incursion  that  killed  more  than  1,000  people. ",israel,ACTIVE
864,505,"Live updates: ‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023," Hamas  said  Wednesday  that  Israeli  strikes  targeted  the  leader  of  its  military  wing,  killing  his  brother,  as  Israel  pledged  to  focus  its  fire  on  Hamas  leaders. ",palestine,ACTIVE
865,505,"Live updates: ‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023," officials  said  at  least  22  American  citizens  have  been  killed,  and  at  least  17  others  are  unaccounted  for,  including  some  held  hostage  by  Hamas. ",israel,PASSIVE
866,505,"Live updates: ‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023,"
The  Hamas  attack  has  killed  at  least  1,200  people  in  Israel  and  wounded  more  than  2,700,  authorities  said. ",israel,ACTIVE
867,505,"Live updates: ‘Every Hamas member is a dead man,’ Netanyahu says in fiery speech, as Israel masses troops near Gaza Strip",10/11/2023," Palestinian  officials  said  Israeli  strikes  have  killed  1,100  people  and  injured  5,339  in  Gaza.
",palestine,ACTIVE
868,509,How Hamas’s carefully planned Israel attack devolved into a chaotic rampage,10/16/2023,"
By  posting  footage  of  the  assault  on  its  Telegram  page,  Hamas  magnified  the  psychological  warfare  against  Israelis  and  glorified  the  killing  rampage  for  its  online  audience  of  supporters.
",israel,
869,509,How Hamas’s carefully planned Israel attack devolved into a chaotic rampage,10/16/2023,"
The  gunmen  held  hundreds  of  families  hostage  in  their  homes,  forcing  some  to  feed  them,  or  to  watch  as  they  killed  relatives,  witnesses  have  said.
",israel,ACTIVE
870,509,How Hamas’s carefully planned Israel attack devolved into a chaotic rampage,10/16/2023,"
The  militants  burned  corpses,  beheaded  a  wounded  man  with  a  garden  hoe  and  fatally  shot  drivers  as  they  entered  residential  towns,  according  to  hours  of  videos  gathered  by  the  Israeli  military,  some  of  which  were  shared  with  journalists  on  Monday. ",israel,ACTIVE
871,509,How Hamas’s carefully planned Israel attack devolved into a chaotic rampage,10/16/2023,"
The  militants  burned  corpses,  beheaded  a  wounded  man  with  a  garden  hoe  and  fatally  shot  drivers  as  they  entered  residential  towns,  according  to  hours  of  videos  gathered  by  the  Israeli  military,  some  of  which  were  shared  with  journalists  on  Monday. ",israel,ACTIVE
872,509,How Hamas’s carefully planned Israel attack devolved into a chaotic rampage,10/16/2023,"
As  the  killing  expanded  to  more  than  20  Israeli  towns  and  kibbutzim,  one  video  shows  militants  trying  to  cram  a  large  group  of  wounded  hostages,  two  bodies  deep,  into  the  back  of  a  pickup  truck. ",israel,
873,509,How Hamas’s carefully planned Israel attack devolved into a chaotic rampage,10/16/2023,"
Barakeh,  the  Hamas  representative,  said  the  aim  of  attack  was  ""to  free  Palestinian  prisoners,  stop  Israeli  aggression  on  al-Aqsa  Mosque,  and  to  break  the  siege  on  Gaza,""  Instead,  the  assault  has  led  to  unprecedented  Israeli  airstrikes  on  Gaza,  killing  more  than  2,700  people,  and  has  rallied  much  of  the  world  behind  Israel  as  it  prepares  for  a  large-scale  land  invasion.
",palestine,ACTIVE
874,513,"Israel appears to use white phosphorus in Gaza, video shows",10/13/2023,"
Palestinian  officials  said  more  than  1,500  people  in  Gaza,  which  is  one  of  the  most  densely  populated  places  in  the  world,  have  been  killed  and  some  6,600  injured  as  a  result  of  Israeli  strikes  that  came  in  response  to  Hamas's  Oct.  7  attack.
",palestine,PASSIVE
875,514,"As ties shift, Russia cites 'concern' but does not condemn Hamas's attack",10/10/2023,"
But  after  Hamas  militants  carried  out  a  brutal  surprise  attack  in  which  hundreds  of  Israeli  civilians  were  killed  or  kidnapped,  Russia  stopped  short  of  condemning  the  Palestinian  militant  group,  referring  instead  to  what  happened  as  ""a  spiral  of  violence""  and  pointing  fingers  at  the  West.
",israel,PASSIVE
876,515,Aid enters Gaza as world leaders gather on crisis,10/22/2023," Israel  announced  a  ""full  siege""  of  Gaza  nearly  two  weeks  ago,  after  Hamas  militants  staged  a  surprise  attack  on  military  bases  and  communities  near  the  border,  killing  at  least  1,400  people.
",israel,ACTIVE
877,515,Aid enters Gaza as world leaders gather on crisis,10/22/2023," The  conflict  has  killed  more  than  1,400  people  in  Israel,  and  Hamas  is  believed  to  hold  more  than  200  hostages;  Palestinian  officials  say  Israeli  strikes  have  killed  4,385  people  in  Gaza.
",both,ACTIVE
878,515,Aid enters Gaza as world leaders gather on crisis,10/22/2023," The  conflict  has  killed  more  than  1,400  people  in  Israel,  and  Hamas  is  believed  to  hold  more  than  200  hostages;  Palestinian  officials  say  Israeli  strikes  have  killed  4,385  people  in  Gaza.
",both,ACTIVE
879,515,Aid enters Gaza as world leaders gather on crisis,10/22/2023," Seventeen  people  working  for  UNRWA  have  been  killed  since  the  war  began,  said  Philippe  Lazzarini,  the  agency's  agency  commissioner  general,  adding  that  the  true  figure  is  likely  to  be  higher.
",palestine,PASSIVE
880,516,"Ground offensive could be bloody and ensnare other nations, analysts say",10/16/2023,"
The  operation  is  expected  to  be  the  Israel  Defense  Forces'  most  significant  in  years,  pitting  them  against  Hamas,  the  Gaza-based  militant  group  that  carried  out  an  unprecedented  massacre  in  Israel  beginning  Oct.  7  in  which  more  than  1,400  people  were  killed  and  up  to  150  were  kidnapped. ",israel,PASSIVE
881,516,"Ground offensive could be bloody and ensnare other nations, analysts say",10/16/2023," On  Sunday,  Palestinian  officials  said  more  than  2,600  people  had  been  killed  in  Gaza  since  the  fighting  began.
",palestine,PASSIVE
882,516,"Ground offensive could be bloody and ensnare other nations, analysts say",10/16/2023," Limited  ground  offensives  in  2014  and  2009  were  designed  to  punish  and  degrade  Hamas,  but  the  scope  and  scale  of  the  recent  atrocities  -  including  an  assault  by  gunmen  on  a  music  festival  that  killed  at  least  260  and  the  killing  of  children  and  elderly  people  -  have  prompted  Israeli  cries  for  an  invasion  that  would  ""end""  the  militant  group.
",israel,ACTIVE
883,517,"Amid war, U.S. students in Israel face questions of whether to evacuate",10/10/2023,"
Now  the  situation  is  fluid,  as  Israel  has  declared  war  on  Hamas  following  attacks  that  killed  hundreds  of  Israelis.
",israel,ACTIVE
884,520,Israel-Gaza war live updates: Blinken lands in Jordan ahead of more regional stops to ‘prevent the conflict from spreading’,10/12/2023," 
Secretary  of  State  Antony  Blinken  landed  in  Amman,  Jordan,  after  his  day-long  visit  in  Tel  Aviv,  where  he  reiterated  the  U.S.  government's  unreserved  support  for  Israel  and  met  with  families  of  American  citizens  whom  he  said  Hamas  had  killed  or  taken  hostage. ",israel,ACTIVE
885,520,Israel-Gaza war live updates: Blinken lands in Jordan ahead of more regional stops to ‘prevent the conflict from spreading’,10/12/2023," 
CORRECTION:  A  previous  version  of  this  update  incorrectly  attributed  the  announcement  that  at  least  27  Americans  had  been  killed  by  Hamas  militants  to  Secretary  of  State  Antony  Blinken. ",israel,PASSIVE
886,520,Israel-Gaza war live updates: Blinken lands in Jordan ahead of more regional stops to ‘prevent the conflict from spreading’,10/12/2023,"
The  Hamas  attack  killed  at  least  1,300  people  in  Israel  and  wounded  about  3,300,  authorities  said. ",israel,ACTIVE
887,520,Israel-Gaza war live updates: Blinken lands in Jordan ahead of more regional stops to ‘prevent the conflict from spreading’,10/12/2023," Palestinian  officials  said  more  than  1,500  people  in  Gaza  have  been  killed  and  some  6,600  injured  as  a  result  of  Israeli  strikes.
",palestine,PASSIVE
888,521,Israel-Gaza war live updates: Israel to increase strikes on Gaza; IDF chief says ‘the enemy is preparing’,10/21/2023,"
Palestinian  officials  said  Israeli  strikes  have  killed  4,385  people  in  Gaza  and  wounded  more  than  13,500. ",palestine,ACTIVE
889,521,Israel-Gaza war live updates: Israel to increase strikes on Gaza; IDF chief says ‘the enemy is preparing’,10/21/2023," More  than  1,400  people  in  Israel  have  been  killed  and  more  than  4,600  injured  since  the  Hamas  attack  on  Oct.  7,  Israeli  authorities  said. ",israel,PASSIVE
890,521,Israel-Gaza war live updates: Israel to increase strikes on Gaza; IDF chief says ‘the enemy is preparing’,10/21/2023," At  least  32  U.S.  nationals  have  died.
 ",israel,ACTIVE
891,523,University leaders search for the right words amid Israel-Gaza war,10/21/2023,"
At  least  1,400  died  in  the  Oct.  7  rampage,  Israeli  authorities  say,  leading  Israel  to  declare  war  on  Hamas. ",israel,ACTIVE
892,523,University leaders search for the right words amid Israel-Gaza war,10/21/2023," He  added:  ""In  this  moment  of  grief  and  sorrow,  our  prayers  go  immediately  to  the  families  and  loved  ones  of  those  killed,  injured,  and  taken  hostage.""
",israel,
893,523,University leaders search for the right words amid Israel-Gaza war,10/21/2023,"
On  Oct.  9,  University  of  Maryland  President  Darryll  J.  Pines  lamented  ""a  terrifying  attack  on  Israel  by  Hamas  that  killed  and  injured  thousands."" ",israel,ACTIVE
894,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023," Strike  on  Gaza  hospital  kills  hundreds,  Palestinian  officials  say,  as  Biden  departs  for  Israel  visit  T-I-T-L-E-E-N-D.  ",palestine,ACTIVE
895,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023,"
The  Palestinian  Health  Ministry  said  at  least  500  people  were  killed  at  the  hospital  operated  by  a  branch  of  the  Anglican  Communion,  one  of  the  largest  Christian  groups  in  the  world. ",palestine,PASSIVE
896,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023,"
The  strike  on  the  hospital  was  certain  to  loom  over  and  complicate  Biden's  planned  visit  to  Israel  on  Wednesday,  meant  to  be  a  show  of  solidarity  for  Israel  after  Hamas  militants  attacked  dozens  of  border  communities  Oct.  7,  killing  at  least  1,400  people,  taking  more  than  200  back  to  Gaza  as  hostages  and  setting  off  the  country's  worst  crisis  in  decades.
",israel,ACTIVE
897,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023,"
Palestinian  officials  said  before  the  hospital  bloodshed  that  at  least  2,778  people  have  been  killed  in  Gaza  and  almost  10,000  wounded. ",palestine,PASSIVE
898,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023," ""And  we  mourn  the  patients,  medical  staff  and  other  innocents  killed  or  wounded  in  this  tragedy.""
",palestine,
899,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023," The  ministry  said  many  of  those  killed  were  women  and  children.
",palestine,
900,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023,"""

In  a  separate  incident  Tuesday,  the  U.N.  agency  for  Palestinian  refugees  said  at  least  six  people  were  killed  and  dozens  injured  when  one  of  its  schools  was  struck  ""during  Israeli  forces  airstrikes  and  bombardment  on  the  Gaza  Strip.",palestine,PASSIVE
901,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023,"
Hamas  on  Tuesday  said  one  of  its  top  military  commanders,  Ayman  Nofal,  was  killed  in  an  Israeli  strike. ",palestine,PASSIVE
902,524,"Strike on Gaza hospital kills hundreds, Palestinian officials say, as Biden departs for Israel visit",10/17/2023," Gaza's  Interior  Ministry  said  about  80  people  were  killed  in  the  strikes,  while  dozens  of  others  were  injured.
",palestine,PASSIVE
903,526,Gaza residents weigh life-or-death unknowns: 'Nowhere is safe',10/16/2023,"
Across  Gaza,  shellshocked  residents  awoke  to  the  ninth  day  of  a  punishing  war  between  Israel  and  Hamas,  after  the  militant  group  killed  at  least  1,400  people  in  a  brutal  assault  on  southern  Israeli  communities  on  Oct.  7.
",israel,ACTIVE
904,526,Gaza residents weigh life-or-death unknowns: 'Nowhere is safe',10/16/2023,"
More  than  2,600  people  have  been  killed  in  Gaza,  Palestinian  officials  said  Sunday,  and  more  than  9,600  injured.
",palestine,PASSIVE
905,526,Gaza residents weigh life-or-death unknowns: 'Nowhere is safe',10/16/2023," It  said  medical  workers  in  Gaza  are  among  those  who  have  been  killed,  injured  and  displaced.
",palestine,PASSIVE
906,526,Gaza residents weigh life-or-death unknowns: 'Nowhere is safe',10/16/2023,"
Some  families  were  killed  in  the  homes  or  sites  where  they  sought  shelter.
",palestine,PASSIVE
907,526,Gaza residents weigh life-or-death unknowns: 'Nowhere is safe',10/16/2023," It  killed  at  least  10  members  of  the  family,  including  Toqa  Abu  al-Ola,  who  was  eight  months  pregnant. 
",palestine,ACTIVE
908,527,Russia cites ‘concern’ but does not condemn Hamas attack on Israel,10/9/2023,"
But  after  Hamas  militants  carried  out  a  brutal  surprise  attack  in  which  hundreds  of  Israeli  civilians  were  killed  or  kidnapped,  Russia  stopped  short  of  condemning  the  Palestinian  militant  group,  referring  instead  to  what  happened  as  ""a  spiral  of  violence""  and  pointing  fingers  at  the  West.
",israel,PASSIVE
909,528,In photos: Hamas unleashes attack from Gaza on Israel,10/7/2023," Israel  says  at  least  700  people  have  died,  while  the  death  toll  from  retaliatory  strikes  in  Gaza  has  risen  to  413  as  of  Sunday  evening.
",both,ACTIVE
910,529,We cannot stand by and watch Israel commit atrocities,10/13/2023,"
Last  Saturday,  the  Palestinian  militant  group  Hamas  launched  an  unprecedented  attack  on  Israel,  killing  more  than  1,300  people,  including  247  soldiers. ",israel,ACTIVE
911,531,Survivors of Hamas’s rampage in Israel recount the horrors they saw,10/13/2023," At  least  1,300  people  in  Israel  have  been  killed. ",israel,PASSIVE
912,531,Survivors of Hamas’s rampage in Israel recount the horrors they saw,10/13/2023," Only  one  of  the  eight  people  killed  in  Kissufim  has  been  laid  to  rest  yet.Hadar  Zak,  24Hadar  Zak  is  waiting  to  bury  his  brother,  mother  and  father. ",israel,
913,533,Hamas terror tactics test Israel’s war strategy,10/11/2023,"""

Hamas's  shock  troops  —  1,500  of  which  the  Israeli  government  claims  to  have  killed  —  did  not  go  after  military  targets  on  Saturday,  such  as  Tel  Aviv's  international  airport,  internet  infrastructure,  power  plants  or  key  government  and  military  installations. ",palestine,
914,534,What a ground war in Gaza could look like,10/20/2023," The  buildup  of  force  comes  after  attackers  from  the  militant  group  Hamas,  which  controls  the  enclave,  crossed  into  southern  Israel,  killing  at  least  1,400  people  and  taking  more  than  200  hostages.
",israel,ACTIVE
915,534,What a ground war in Gaza could look like,10/20/2023,"
The  Israel  Defense  Forces  have  already  pummeled  the  Strip  with  airstrikes,  killing  more  than  3,000  Palestinians,  according  to  Palestinian  officials.
",palestine,ACTIVE
916,534,What a ground war in Gaza could look like,10/20/2023,"
Many  civilians  have  already  been  killed  in  Gaza  and  one  million  have  been  displaced  according  to  the  United  Nations.
",palestine,PASSIVE
917,534,What a ground war in Gaza could look like,10/20/2023,"
Israel  has  urged  Gazans  to  evacuate  to  the  south,  away  from  Gaza  City,  before  a  ground  incursion,  but  on  Tuesday  the  United  Nations  cited  reports  ""that  civilians  attempting  to  relocate  to  southern  Gaza  were  struck  and  killed  by  an  explosive  weapon."" ",palestine,
918,535,Ex-ambassador named U.S. special envoy for Mideast humanitarian efforts,10/16/2023," Hamas  launched  an  unprecedented  attack  on  Israel  a  little  over  a  week  ago,  killing  civilians  and  taking  hostages. ",israel,
919,535,Ex-ambassador named U.S. special envoy for Mideast humanitarian efforts,10/16/2023," The  Hamas  attacks  have  killed  at  least  1,400  people  in  Israel,  authorities  said. ",israel,ACTIVE
920,535,Ex-ambassador named U.S. special envoy for Mideast humanitarian efforts,10/16/2023," Palestinian  officials  said  more  than  2,600  people  in  Gaza  have  been  killed.

",palestine,PASSIVE
921,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," People  from  23  countries  killed,  missing  in  Israel-Gaza  war:  What  to  know  T-I-T-L-E-E-N-D.  ",israel,ACTIVE
922,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," 
Among  the  thousands  of  people  who  have  been  killed,  injured  or  taken  hostage  in  Israel  and  the  Gaza  Strip  in  recent  days  are  foreign  nationals  and  dual  nationals  from  nearly  two  dozen  countries. ",both,PASSIVE
923,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," A  number  of  them  were  attending  a  music  festival  in  the  desert  in  southern  Israel  when  Hamas  militants  stormed  the  grounds,  shooting  and  abducting  revelers.
",israel,ACTIVE
924,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," United  StatesAt  least  25  Americans  have  been  killed,  Secretary  of  State  Antony  Blinken  said  Thursday  in  Israel.
",israel,PASSIVE
925,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," UkraineOleg  Nikolenko,  a  spokesman  for  Ukraine's  Foreign  Ministry,  said  Wednesday  that  two  Ukrainians  were  killed  and  nine  were  injured. ",israel,PASSIVE
926,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," RussiaThe  Russian  state  media  outlet  Tass,  citing  the  Russian  Embassy  in  Israel,  reported  that  four  Russians  were  killed  and  six  remain  missing.4. ",israel,PASSIVE
927,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," FranceTwelve  French  nationals  were  killed  in  the  conflict,  and  17  are  missing,  Anne-Claire  Legendre,  spokeswoman  for  France's  Foreign  Ministry,  said  at  a  news  briefing  on  Thursday. ",israel,PASSIVE
928,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023,"
The  BBC,  citing  an  unnamed  official  source,  reported  Wednesday  that  17  British  nationals  may  have  been  killed  or  abducted.6. ",israel,PASSIVE
929,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023, ThailandThailand's  Foreign  Ministry  said  Wednesday  that  20  Thai  nationals  were  killed. ,israel,PASSIVE
930,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," NepalNepal's  Foreign  Ministry  said  in  a  statement  Tuesday  that  10  Nepalis  in  Israel  were  killed,  four  were  injured  and  one  was  missing.12. ",israel,PASSIVE
931,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," PeruPeru's  Foreign  Ministry  said  Tuesday  that  two  Peruvian  nationals  were  killed  in  Israel,  naming  the  victims  as  Brando  David  Flores  García  and  Daniel  Levi. ",israel,PASSIVE
932,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," PhilippinesTwo  Filipinos,  a  33-year-old  woman  and  a  42-year-old  man,  were  killed,  the  Philippine  Embassy  in  Tel  Aviv  said  Wednesday. ",israel,PASSIVE
933,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," ArgentinaSeven  Argentines  were  killed  and  15  were  missing  as  of  Monday  evening,  according  to  the  Argentine  Embassy  in  Israel.15. ",israel,PASSIVE
934,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," ChinaAt  least  three  Chinese  nationals  have  been  killed,  with  multiple  others  injured  and  two  missing,  Chinese  foreign  ministry  spokesman  Wang  Wenbin  confirmed  during  a  news  briefing  Thursday. ",israel,PASSIVE
935,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," CanadaCanadian  officials  said  Wednesday  that  two  Canadians  have  been  killed,  one  is  presumed  dead,  and  three  are  missing.20. ",israel,PASSIVE
936,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," BrazilBrazil's  Foreign  Ministry  said  Tuesday  that  two  Brazilians,  whom  it  named  as  Ranani  Nidejelski  Glazer,  23,  and  Bruna  Valeanu,  24,  were  killed,  the  local  outlet  Globo  and  BBC  Portuguese  reported. ",israel,PASSIVE
937,536,"People from 23 countries killed, missing in Israel-Gaza war: What to know",10/11/2023," CambodiaOne  Cambodian  national  who  was  studying  in  Israel  was  killed,  Cambodian  Prime  Minister  Hun  Manet  said  Sunday,  according  to  the  Phnom  Penh  Post.23. ",israel,PASSIVE
938,537,"Hamas releases two American hostages, a mother and daughter",10/20/2023," Rescuers  were  still  digging  through  the  rubble  after  Thursday's  strike,  which  the  Gaza  health  ministry  said  killed  at  least  16  Christians. ",palestine,ACTIVE
939,537,"Hamas releases two American hostages, a mother and daughter",10/20/2023,"
Palestinian  officials  said  Israeli  strikes  have  killed  4,137  people  in  Gaza  and  wounded  roughly  13,200. ",palestine,ACTIVE
940,537,"Hamas releases two American hostages, a mother and daughter",10/20/2023," At  least  1,400  people  in  Israel  have  been  killed  and  more  than  4,500  injured  since  the  Hamas  attack  on  Oct.  7,  Israeli  authorities  said. ",israel,PASSIVE
941,537,"Hamas releases two American hostages, a mother and daughter",10/20/2023," At  least  32  U.S.  nationals  have  died.
",israel,ACTIVE
942,543,"Fate of more than 100 Israeli hostages consumes, unifies a terrorized nation",10/9/2023," Videos  reviewed  Monday  by  The  Washington  Post  showed  evidence  that  at  least  four  people  in  the  town  of  Be'eri  were  killed  soon  after  being  taken  captive  by  Hamas.
",israel,PASSIVE
943,543,"Fate of more than 100 Israeli hostages consumes, unifies a terrorized nation",10/9/2023,"
The  multipronged  attack,  in  which  at  least  800  people  were  killed,  shattered  Israel's  shaky  but  enduring  coexistence  with  Hamas. ",israel,PASSIVE
944,550,Permit repeals leave workers from Gaza in legal purgatory,10/17/2023,"
The  confusion  over  the  whereabouts  of  Gazan  workers  is  indicative  of  the  chaos  that  has  gripped  Israel  since  Oct.  7,  when  Hamas  gunmen  rampaged  through  the  south  and  killed  at  least  1,400  people. ",israel,ACTIVE
945,550,Permit repeals leave workers from Gaza in legal purgatory,10/17/2023," Retaliatory  Israeli  strikes  have  killed  more  than  2,700  Palestinians  in  Gaza,  and  a  ground  invasion  looms.
",palestine,ACTIVE
946,550,Permit repeals leave workers from Gaza in legal purgatory,10/17/2023,"
""I  can't  stay  here,  eating  and  drinking  while  my  children  are  dying,""  he  said. ",palestine,ACTIVE
947,551,"What’s in Biden’s $106 billion funding request for Israel, Ukraine",10/20/2023," Support  for  IsraelBiden's  funding  request  also  calls  for  Congress  to  approve  $14.3  billion  for  Israel,  after  the  Hamas  incursion  that  killed  more  than  1,000  people. ",israel,ACTIVE
948,554,How did McDonald’s become a new flashpoint in the Israel-Hamas war?,10/21/2023,"
Then  in  the  wake  of  a  horrific  strike  on  a  Gaza  hospital  that  killed  hundreds,  several  branches  of  the  chain  were  vandalized  in  Turkey,  Lebanon  and  Egypt.
",palestine,ACTIVE
949,555,Gazans await aid amid growing flashpoints in region,10/19/2023,"
At  least  1,400  Israelis  have  been  killed  and  about  200  are  believed  held  as  hostages  in  Gaza. ",israel,PASSIVE
950,555,Gazans await aid amid growing flashpoints in region,10/19/2023," Palestinian  officials  said  more  than  3,700  people  have  been  killed  and  more  than  12,400  injured  in  Gaza  since  the  fighting  began.
",palestine,PASSIVE
951,555,Gazans await aid amid growing flashpoints in region,10/19/2023,"
In  one  attack  on  Thursday,  an  Israeli  airstrike  on  a  residential  building  in  Khan  Younis  killed  at  least  12  people  and  injured  at  least  80  civilians,  according  to  the  Associated  Press. ",palestine,ACTIVE
952,555,Gazans await aid amid growing flashpoints in region,10/19/2023, Palestinian  authorities  had  blamed  the  strike  on  Israel  and  said  it  killed  471  people. ,palestine,ACTIVE
953,555,Gazans await aid amid growing flashpoints in region,10/19/2023," Israeli  forces  killed  at  least  six  Palestinians,  among  them  a  15-year-old,  during  a  raid  on  a  refugee  camp  in  the  West  Bank  city  of  Tulkarm  and  declared  the  area  a  closed  military  zone  Thursday,  according  to  the  Ramallah-based  Health  Ministry.
",palestine,ACTIVE
954,556,War in Gaza complicates Ukraine battle for both Zelensky and Putin,10/12/2023,"
Putin,  who  formerly  had  a  close  relationship  with  Netanyahu,  has  not  reached  out  to  the  Israeli  leader  to  offer  his  condolences  after  Hamas  killed  over  1,200  Israelis. ",israel,ACTIVE
955,558,Observers fear Hamas weapon reserves may hold deadly surprises,10/20/2023," They  fired  20  shots  and  sped  away,  police  said,  leaving  the  dying  Zouari  bleeding  in  the  front  seat.
",israel,
956,559,"Sneak assault at dawn stokes fear, shock, bitter rage",10/8/2023," Then  came  the  infiltrators,  who  stormed  unsuspecting  towns  in  the  south,  killing  civilians  and  taking  hostages.
",israel,ACTIVE
957,559,"Sneak assault at dawn stokes fear, shock, bitter rage",10/8/2023," They  were  killed  by  the  girls'  father,  she  said.
",palestine,PASSIVE
958,562,"As Putin visits China, new anti-Western coalition turns on Israel",10/16/2023," While  Western  leaders  have  firmly  backed  Israel,  Russia  and  China  have  carefully  avoided  describing  the  Oct.  7  Hamas  attack  that  killed  more  than  1,400  Israelis  as  terrorism.
",israel,ACTIVE
959,568,"Nine Americans dead, more missing as Israel declares war against Hamas",10/8/2023," 
Foreign  nationals  from  around  the  world  have  been  reported  killed  or  missing  in  Israel,  as  the  country's  leaders  declared  war  against  Hamas  and  the  combined  death  toll  among  Israelis  and  Palestinians  crossed  1,000.
",both,
960,568,"Nine Americans dead, more missing as Israel declares war against Hamas",10/8/2023,"
The  State  Department  said  Monday  that  nine  U.S.  citizens  had  been  killed  in  the  fighting  between  Hamas  and  Israel.
",israel,PASSIVE
961,568,"Nine Americans dead, more missing as Israel declares war against Hamas",10/8/2023,"
At  least  two  Thai  nationals  were  killed  in  the  conflict,  Prime  Minister  of  Thailand  Srettha  Thavisin  said  Sunday. ",israel,PASSIVE
962,568,"Nine Americans dead, more missing as Israel declares war against Hamas",10/8/2023,"
President  of  Argentina  Alberto  Fernández  said  an  Argentine  citizen,  Rodolfo  Fabián  Skariszewski,  was  killed  during  the  attack  on  Israel.
",israel,PASSIVE
