article_index,article_title,article_date,sentence,category,auto_tagged_voice
552,There's More to Be to Done on Hamas and Iran,2023-10-17,"
Mr.  Biden's  long-overdue  speech  was  encouraging,  but  there  is  one  crucial  statement  he  should  have  made:  By  killing  27  Americans  and  capturing  others  as  hostages,  Hamas  has  involved  the  U.S.  directly,  not  only  as  an  ally  of  Israel.
",israel,ACTIVE
552,There's More to Be to Done on Hamas and Iran,2023-10-17,"
Robert  M.  Sussman

Paradise  Valley,  Ariz.

---

Dozens  of  American  citizens  have  been  killed  or  taken  hostage  in  Israel. ",israel,PASSIVE
552,There's More to Be to Done on Hamas and Iran,2023-10-17," More  than  1,300  Israelis  have  been  killed. ",israel,PASSIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12, Terrorists  calling  themselves  a  resistance  movement  passed  over  the  border  from  Gaza  and  murdered  little  children;  they  took  infants  hostage  as  they  screamed. ,israel,ACTIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12," They  murdered  old  women,  tormented  and  raped  young  women,  targeted  an  overnight  music  festival  and  murdered  the  unarmed  young  people  in  cold  blood  or  mowed  them  down  as  they  ran  screaming. ",israel,ACTIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12," They  murdered  old  women,  tormented  and  raped  young  women,  targeted  an  overnight  music  festival  and  murdered  the  unarmed  young  people  in  cold  blood  or  mowed  them  down  as  they  ran  screaming. ",israel,ACTIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12," They  murdered  whole  families  as  they  begged  for  their  lives;  they  burned  people  alive;  they  decapitated  babies.
",israel,ACTIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12, They  killed  a  grandmother  and  uploaded  pictures  of  her  corpse  to  her  Facebook  page. ,israel,ACTIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12," They  cut  an  unborn  child  from  a  mother's  body  and  murdered  both.
",israel,ACTIVE
553,"The October Horror Is Something New; It was savagery as strategy, and surely calculated to elicit a particular response.",2023-10-12, One  of  the  young  women  killed  at  the  rave  was  from  Brazil. ,israel,ACTIVE
556,Jews Fear Rising Threats: 'We've Seen This Film'; President Biden has called the Hamas attack the deadliest day for Jews since the Holocaust,2023-10-13," 
The  Hamas  attack  that  killed  at  least  1,300  people  in  Israel  has  left  Jewish  communities  around  the  world  on  edge,  as  Jews  confront  rising  vitriol,  threats  and  violence.
",israel,ACTIVE
557,World News: Conflict Risks Reprise of Terror Attacks --- Western officials fear violence of previous decades could return to Europe and U.S.,2023-10-21,"
An  explosion  at  a  Gaza  hospital  that  Hamas  said  killed  hundreds  further  stoked  anti-Western  outrage  across  the  Middle  East  after  the  militant  group  blamed  an  Israeli  airstrike. ",palestine,
558,"Biden Embraces Israel as Region Boils --- President ends brief visit, says Egypt will allow humanitarian assistance into Gaza",2023-10-19,"
The  Gaza  Health  Ministry  said  on  Wednesday  that  the  blast  killed  471  people. ",palestine,ACTIVE
561,Israel Aims to Destroy Hamas. What Comes Next for Gaza Is Unclear. Punishing those responsible for last weekend's attack is seen by many across Israel as more important than working out what happens after Hamas,2023-10-14,"
As  Israel  grapples  with  the  aftermath  of  a  Hamas  assault  that  killed  some  1,300  Israelis  over  the  weekend,  punishing  those  responsible  for  the  violence  is  seen  by  many  across  Israel  as  much  more  important  than  working  out  what  happens  after  Hamas.
",israel,ACTIVE
561,Israel Aims to Destroy Hamas. What Comes Next for Gaza Is Unclear. Punishing those responsible for last weekend's attack is seen by many across Israel as more important than working out what happens after Hamas,2023-10-14,"
Around  1,900  Palestinians  have  died  in  Gaza  since  Israel  began  retaliatory  strikes  over  the  weekend. ",palestine,ACTIVE
563,Hamas Attack Ends a Delicate Entente Between Russia and Israel; Chaos in Gaza spells relief for Moscow as U.S. focus shifts from Ukraine to supplying Israel,2023-10-15," Putin  is  one  of  the  few  major  world  leaders  who  hasn't  called  Netanyahu  to  offer  condolences  for  the  more  than  1,300  Israelis  killed  by  Hamas  in  the  attack.
",israel,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"
The  bombardments  following  Saturday's  devastating  attack  by  Hamas  —which  killed  more  than  1,200  Israelis—raised  concerns  about  an  escalating  humanitarian  crisis  in  Gaza,  while  skirmishes  along  Israel's  northern  border  threaten  a  regional  expansion  of  the  conflict.
",israel,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"""

Hamas  has  denied  that  its  militants  beheaded  children.
",israel,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12," Everything  with  a  pulse,  they  massacred  them,""  said  an  organizer  of  the  music  festival  close  to  Gaza  where  Hamas  killed  more  than  250  revelers.  """,israel,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"
Israeli  strikes  have  killed  at  least  1,200  Palestinians  in  Gaza  since  Saturday,  according  to  the  enclave's  Health  Ministry. ",palestine,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"
The  Palestinian  Red  Crescent  aid  organization  said  later  on  Wednesday  that  Israeli  forces  had  struck  an  ambulance  in  the  northern  Gaza  Strip,  killing  three  medics. ",palestine,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12," The  World  Health  Organization  said  it  has  documented  37  attacks  on  health  facilities  and  ambulances  which  had  killed  six  medics  before  Wednesday.
",palestine,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"
Nine  employees  of  the  U.N.  Relief  and  Works  Agency  for  Palestine  Refugees  have  been  killed  since  the  offensive  began  over  the  weekend,  the  agency  said  on  Wednesday.
",palestine,PASSIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12," An  Israeli  military  officer  was  also  killed  in  the  clashes.
",israel,PASSIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"
Palestinian  residents,  medics  and  the  U.N.  said  the  strikes  killed  and  injured  civilians.
",palestine,ACTIVE
565,"As Israel Bombards Gaza, Fears of Humanitarian Disaster Mount; Response to Hamas's massacre comes amid clashes along Israel's northern border with Lebanon; Netanyahu forms unity government",2023-10-12,"
""This  morning,  we  had  a  child,  a  beautiful  young  girl  with  really  indescribable  facial  injuries,  whose  mother  was  a  doctor  at  Shifa  and  who  was  killed  when  their  home  was  targeted. ",palestine,PASSIVE
566,Honest Politicians Spotted Overseas; How often do government officials oppose funding their own departments?,2023-10-13,"
Senior  Nourya  Cohen  and  junior  Andrei  Mandelshtam,  co-presidents  of  Stanford's  Israeli  Student  Association,  interviewed  some  of  the  students  enrolled  in  College  101,  a  required  course  for  first-year  students  on  campus...  They  said  the  students  asked  to  remain  anonymous  because  of  heightened  campus  tensions  since  Saturday,  when  Hamas  attacked  Israel,  brutally  killing  at  least  1,300  people  and  taking  more  than  100  hostages  into  Gaza...

The  Chronicle  is  not  identifying  the  Stanford  lecturer  because  the  university's  investigation  is  incomplete. ",israel,ACTIVE
569,Politics &amp; Ideas: Israel Must Follow the Laws Hamas Violates,2023-10-18, The  Israelis  whom  Hamas  murdered  weren't  the  collateral  damage  of  a  military  offensive;  they  weren't  intertwined  with  military  targets;  they  were  civilians  going  about  their  lives. ,israel,ACTIVE
574,Israel's Netanyahu Forms Unity Government to Direct War; Opposition and military figures to be part of the country's new cabinet,2023-10-11," 
TEL  AVIV—Israeli  Prime  Minister  Benjamin  Netanyahu  agreed  to  form  a  national  unity  government  that  includes  members  of  the  opposition  and  former  military  leaders,  a  move  aimed  at  reassuring  a  country  still  reeling  from  the  deadly  attack  by  Hamas  militants  that  killed  1,200  Israelis.
",israel,ACTIVE
575,World News: U.S. Says Iran Knew of Planning --- Tehran's leaders were likely surprised by timing and scale of Hamas operation,2023-10-12,"
Iran's  role  in  the  bloody  Hamas  attack,  which  has  killed  more  than  1,200  Israelis  and  at  least  22  U.S.  citizens,  is  important  because  Israel  has  threatened  to  retaliate  against  Tehran  if  it  was  found  to  have  direct  involvement  and  because  such  involvement  would  pressure  President  Biden  to  take  an  even  tougher  stance  against  Iran.
",israel,ACTIVE
576,"Biden Links Israel, Ukraine In Appeal to Aid Both Allies",2023-10-20,"
More  than  3,785  people,  including  1,524  children  and  more  than  1,000  women,  have  been  killed  in  the  Gaza  Strip  in  the  past  two  weeks,  according  to  the  Hamas-controlled  Ministry  of  Health  in  Gaza. ",palestine,PASSIVE
576,"Biden Links Israel, Ukraine In Appeal to Aid Both Allies",2023-10-20,"
Israel's  military  says  Hamas  is  holding  more  than  200  hostages  it  captured  in  the  Oct.  7  attack  that  killed  1,400  Israelis.
",israel,ACTIVE
579,"The Gaza Strip: What to Know, Maps and History; Palestinian enclave has been the center of several bloody conflicts in recent decades",2023-10-13,"
Since  Israel  began  its  bombing  campaign  in  Gaza,  more  than  1,500  Palestinians  have  died  and  another  6,600  have  been  injured,  according  to  Gaza  officials. ",palestine,ACTIVE
580,"Israel and Hamas Battle, Death Toll Rises --- Militants' incursions from Gaza trigger counterstrikes and declaration of war",2023-10-09," 
TEL  AVIV  --  Israeli  troops  struggled  into  the  early  hours  Monday  morning  to  regain  control  of  swaths  of  the  country's  south  and  prevent  further  incursions,  a  day  after  the  Hamas  militant  group  launched  a  surprise  coordinated  attack  from  Gaza  that  killed  hundreds  and  triggered  deadly  counterstrikes  as  well  as  a  declaration  of  war.
",israel,ACTIVE
580,"Israel and Hamas Battle, Death Toll Rises --- Militants' incursions from Gaza trigger counterstrikes and declaration of war",2023-10-09," At  least  413  Palestinians  have  been  killed  and  around  2,300  injured  in  Israeli  counterstrikes  on  Gaza,  according  to  the  Palestinian  Health  Ministry.
",palestine,PASSIVE
580,"Israel and Hamas Battle, Death Toll Rises --- Militants' incursions from Gaza trigger counterstrikes and declaration of war",2023-10-09," Abu  Obeida,  a  spokesman  for  the  group's  armed  wing,  said  the  militants  had  killed  more  Israelis  and  taken  additional  hostages  during  the  latest  clashes  with  the  military.
",israel,ACTIVE
580,"Israel and Hamas Battle, Death Toll Rises --- Militants' incursions from Gaza trigger counterstrikes and declaration of war",2023-10-09,"
It  isn't  clear  how  many  among  the  Palestinian  dead  were  militants,  but  Israel's  military  said  it  had  killed  hundreds  already. ",palestine,ACTIVE
581,"Bereaved Israelis Emerge From Mourning Into an Uncertain World; The seven-day shiva sees family, friends and strangers rally round. 'It's the story of the Jewish people.'",2023-10-16," A  few  hours  later  they  were  killed.
",israel,PASSIVE
581,"Bereaved Israelis Emerge From Mourning Into an Uncertain World; The seven-day shiva sees family, friends and strangers rally round. 'It's the story of the Jewish people.'",2023-10-16," With  his  brother  and  cousin,  he  helped  rescue  100  people  before  being  killed,  Stav  said.
",israel,PASSIVE
581,"Bereaved Israelis Emerge From Mourning Into an Uncertain World; The seven-day shiva sees family, friends and strangers rally round. 'It's the story of the Jewish people.'",2023-10-16,"""

No  corner  of  Israeli  society  has  been  untouched  by  what  happened  on  Oct.  7,  when  Hamas  militants  invaded  from  Gaza  and  killed  more  than  1,400  people,  sometimes  slaughtering  them  where  they  slept,  sparking  a  looming  war  . ",israel,ACTIVE
581,"Bereaved Israelis Emerge From Mourning Into an Uncertain World; The seven-day shiva sees family, friends and strangers rally round. 'It's the story of the Jewish people.'",2023-10-16,"""

No  corner  of  Israeli  society  has  been  untouched  by  what  happened  on  Oct.  7,  when  Hamas  militants  invaded  from  Gaza  and  killed  more  than  1,400  people,  sometimes  slaughtering  them  where  they  slept,  sparking  a  looming  war  . ",israel,ACTIVE
581,"Bereaved Israelis Emerge From Mourning Into an Uncertain World; The seven-day shiva sees family, friends and strangers rally round. 'It's the story of the Jewish people.'",2023-10-16,"
Their  youngest  daughter,  Danielle,  was  killed  along  with  her  boyfriend,  Noam  Shay,  as  they  tried  to  flee  an  all-night  music  festival  as  Hamas  attacked. ",israel,PASSIVE
582,"After Attack, Israel Wrestles With Question: How Could This Happen? Coordinated Palestinian assault punctures the country's aura of invincibility",2023-10-08," He  fled  town  with  his  children  holding  their  heads  down  so  they  couldn't  see  the  bodies  of  dead  Israelis  killed  by  Palestinian  militants.
",israel,ACTIVE
584,Northern Israel Prepares for Possible War With Hezbollah; Prospect of destructive regional war hinges on whether clashes on the border with Lebanon can be contained,2023-10-22,"
Since  the  Oct.  7  assault  on  Israel  by  Hamas  militants,  in  which  1,400  people  were  killed  and  around  200  were  kidnapped,  Israeli  forces  and  Hezbollah  have  exchanged  sporadic  fire  along  this  tense  frontier. ",israel,PASSIVE
584,Northern Israel Prepares for Possible War With Hezbollah; Prospect of destructive regional war hinges on whether clashes on the border with Lebanon can be contained,2023-10-22," The  Israeli  military  said  a  number  of  Israeli  soldiers  had  died  since  the  beginning  of  the  war,  but  that  it  doesn't  distinguish  between  arenas.
",israel,ACTIVE
585,Israelis Need Firearms to Defend Themselves,2023-10-20,"
A  25-year-old  Israeli  woman  defended  her  kibbutz,  personally  killing  five  terrorists,  but  she  had  to  open  an  armory  to  get  guns  to  defend  her  community. ",palestine,ACTIVE
587,"Inside Gaza, People Desperately Seek Safety; Evacuation warning from Israel sows panic in sealed-off Palestinian enclave",2023-10-14,"
Israel  launched  waves  of  airstrikes  and  imposed  a  total  siege  on  the  Gaza  Strip  in  response  to  a  cross-border  raid  last  weekend  in  which  Hamas  militants  killed  more  than  1,300  Israelis,  mostly  civilians,  including  partygoers  at  a  music  festival  and  residents  of  kibbutz  communities. ",israel,ACTIVE
587,"Inside Gaza, People Desperately Seek Safety; Evacuation warning from Israel sows panic in sealed-off Palestinian enclave",2023-10-14,"
Israel's  bombing  in  Gaza  since  Saturday  has  killed  more  than  1,500  Palestinians,  according  to  the  enclave's  health  ministry.
",palestine,ACTIVE
587,"Inside Gaza, People Desperately Seek Safety; Evacuation warning from Israel sows panic in sealed-off Palestinian enclave",2023-10-14,"
Buhaisi  said  the  area  had  come  under  heavy  bombing  on  Thursday  night,  killing  several  relatives  from  her  sister's  family. ",palestine,ACTIVE
588,"Israel Mourns and Prepares for War; Two weeks ago, the Jewish state was bitterly divided. After Hamas's atrocities, it is united in a just and necessary defense.",2023-10-20," Its  inhabitants  were  murdered,  their  hands  tied  behind  their  backs,  shot  and  in  some  cases  finished  off  with  a  knife. ",israel,PASSIVE
588,"Israel Mourns and Prepares for War; Two weeks ago, the Jewish state was bitterly divided. After Hamas's atrocities, it is united in a just and necessary defense.",2023-10-20, The  city's  fire  chief  was  shot  point-blank  while  fighting  a  blaze  in  a  house  where  a  handicapped  couple  was  trapped. ,israel,PASSIVE
588,"Israel Mourns and Prepares for War; Two weeks ago, the Jewish state was bitterly divided. After Hamas's atrocities, it is united in a just and necessary defense.",2023-10-20, An  officer  planning  the  liberation  of  another  kibbutz  was  informed  that  his  own  son  was  among  the  first  killed. ,israel,
590,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-20,"
The  release  was  the  first  time  Hamas,  the  Islamist  group  that  controls  the  enclave,  set  free  any  of  the  roughly  200  hostages  taken  by  militants  during  a  raid  on  Oct.  7  that  killed  more  than  1,400  Israelis. ",israel,ACTIVE
590,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-20," Citizens  of  41  countries  were  killed  and  went  missing  during  the  attack,  an  unprecedented  cross-border  incursion  by  militants  from  Gaza. ",israel,PASSIVE
590,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-20," The  U.N.  said  Friday  that  4,137  Palestinians  have  been  killed.
",palestine,PASSIVE
590,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-20,"
The  strike  Thursday  night  killed  at  least  17  people  when  a  building  of  the  St.  Porphyrius  Greek  Orthodox  Church  collapsed,  according  to  church  officials  and  eyewitnesses.
",palestine,ACTIVE
590,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-20,"
 A  blast  Tuesday  at  another  Gaza  hospital  that  Palestinian  authorities  said  killed  hundreds  of  people  sparked  protests  in  Arab  countries. ",palestine,
590,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-20,"
Kalderon,  an  alternative  medicine  practitioner  whose  mother  was  killed  in  the  attack,  drove  to  Tel  Aviv  after  emerging  from  hiding  in  her  clinic  for  eight  hours  during  the  Oct.  7  attack  in  order  to  press  the  Israeli  and  regional  governments  to  strike  a  deal.
",israel,PASSIVE
591,Jews Fear Rising Threats Globally,2023-10-14," 
The  Hamas  attack  that  killed  at  least  1,300  people  in  Israel  has  left  Jewish  communities  around  the  world  on  edge,  as  Jews  confront  rising  vitriol,  threats  and  violence.
",israel,ACTIVE
595,"'Why Do You Have to Go?' Israelis Prepare Their Children for War; Still in shock from an unparalleled assault and under rocket fire, Israelis are girding themselves and their children for what lies ahead",2023-10-11,"
Ross's  husband,  a  reserve  helicopter  pilot  in  the  Israeli  military,  joined  the  fight  soon  after  the  Hamas  militants  who  stormed  across  the  border  from  Gaza  began  their  rampage  through  towns  and  villages  in  Israel's  south,  killing  at  least  1,000  Israeli  civilians.
",israel,ACTIVE
595,"'Why Do You Have to Go?' Israelis Prepare Their Children for War; Still in shock from an unparalleled assault and under rocket fire, Israelis are girding themselves and their children for what lies ahead",2023-10-11,"
Many  parents  at  my  sons'  schools  tell  me  they  know  people  who  have  died  or  gone  missing. ",israel,ACTIVE
597,"Israel Intensifies Gaza Bombing, Targets West Bank Militants With Airstrike; Humanitarian groups say far more aid is needed to support Gaza's population",2023-10-22,"
About  90  Palestinians  have  been  killed  in  the  West  Bank  since  Hamas's  Oct.  7  attacks  on  Israel,  with  two  people  killed  in  the  Jenin  airstrike,  according  to  Palestinian  Authority's  official  news  agency. ",palestine,PASSIVE
597,"Israel Intensifies Gaza Bombing, Targets West Bank Militants With Airstrike; Humanitarian groups say far more aid is needed to support Gaza's population",2023-10-22,"
About  90  Palestinians  have  been  killed  in  the  West  Bank  since  Hamas's  Oct.  7  attacks  on  Israel,  with  two  people  killed  in  the  Jenin  airstrike,  according  to  Palestinian  Authority's  official  news  agency. ",palestine,ACTIVE
597,"Israel Intensifies Gaza Bombing, Targets West Bank Militants With Airstrike; Humanitarian groups say far more aid is needed to support Gaza's population",2023-10-22," Israel  has  also  struck  the  southern  part  of  the  strip  in  recent  days,  including  a  residential  building  in  the  Rafah  area,  killing  16  people,  according  to  the  United  Nations.
",palestine,ACTIVE
597,"Israel Intensifies Gaza Bombing, Targets West Bank Militants With Airstrike; Humanitarian groups say far more aid is needed to support Gaza's population",2023-10-22,"
The  Hamas-run  Gaza  Health  Ministry  said  Sunday  that  4,651  Palestinians—including  1,873  children—have  been  killed  in  Gaza,  though  U.S.  officials  and  some  experts  have  disputed  that  total.
",palestine,PASSIVE
597,"Israel Intensifies Gaza Bombing, Targets West Bank Militants With Airstrike; Humanitarian groups say far more aid is needed to support Gaza's population",2023-10-22,"
Hamas  fighters  killed  more  than  1,400  people  in  Israel,  and  citizens  of  more  than  40  countries  were  killed  or  went  missing  during  the  attacks  two  weeks  ago,  according  to  the  Israeli  Foreign  Ministry.
",israel,ACTIVE
597,"Israel Intensifies Gaza Bombing, Targets West Bank Militants With Airstrike; Humanitarian groups say far more aid is needed to support Gaza's population",2023-10-22,"
Hamas  fighters  killed  more  than  1,400  people  in  Israel,  and  citizens  of  more  than  40  countries  were  killed  or  went  missing  during  the  attacks  two  weeks  ago,  according  to  the  Israeli  Foreign  Ministry.
",israel,PASSIVE
601,Biden Calls Attack on Israel 'Sheer Evil' --- U.S. weighs best way to support ally amid worries about being pulled into conflict,2023-10-11,"
Israeli  airstrikes  reduced  parts  of  an  upmarket  Gaza  City  neighborhood  to  rubble  as  the  Israeli  government  stepped  up  its  reaction  to  this  weekend's  cross-border  incursion  by  Hamas  gunmen  who  killed  more  than  1,200  civilians  and  took  more  than  100  hostages.
",israel,ACTIVE
601,Biden Calls Attack on Israel 'Sheer Evil' --- U.S. weighs best way to support ally amid worries about being pulled into conflict,2023-10-11," The  Israeli  strikes  that  followed  have  killed  900  people  in  Gaza,  the  Palestinian  enclave's  health  ministry  said. ",palestine,ACTIVE
601,Biden Calls Attack on Israel 'Sheer Evil' --- U.S. weighs best way to support ally amid worries about being pulled into conflict,2023-10-11," On  Wednesday,  the  brother  of  Hamas  military  commander  Muhammad  Al-Deif  was  killed  in  an  Israeli  strike  on  a  house  in  Gaza,  according  to  Arabic  broadcaster  Al-Mayadeen.
",palestine,PASSIVE
601,Biden Calls Attack on Israel 'Sheer Evil' --- U.S. weighs best way to support ally amid worries about being pulled into conflict,2023-10-11," ""Young  people  massacred  while  attending  a  musical  festival  to  celebrate  peace,""  he  said,  adding,  ""Infants  in  their  mothers'  arms,  grandparents  in  wheelchairs,  Holocaust  survivors  abducted  and  held  hostage  --  hostages  whom  Hamas  has  now  threatened  to  execute  in  violation  of  every  code  of  human  morality.""
",israel,
601,Biden Calls Attack on Israel 'Sheer Evil' --- U.S. weighs best way to support ally amid worries about being pulled into conflict,2023-10-11," Palestinian  militants  launched  more  rockets  into  southern  Israel  on  Tuesday,  killing  two  foreign  workers  in  the  Eshkol  region,  Israeli  first  responders  said.
",israel,ACTIVE
601,Biden Calls Attack on Israel 'Sheer Evil' --- U.S. weighs best way to support ally amid worries about being pulled into conflict,2023-10-11,"
Elsewhere,  Israeli  police  shot  and  killed  two  Palestinians  who  threw  fireworks  at  them  in  East  Jerusalem's  Silwan  neighborhood  on  Tuesday,  Israeli  police  and  the  Palestinian  Red  Crescent  said.
",palestine,
604,Biden Backs Israel Over Gaza Hospital Blast; Summit in Jordan with Arab leaders is canceled as fears grow of regional escalation,2023-10-18,"
The  Gaza  Health  Ministry  said  on  Wednesday  that  the  blast  killed  471  people. ",palestine,ACTIVE
604,Biden Backs Israel Over Gaza Hospital Blast; Summit in Jordan with Arab leaders is canceled as fears grow of regional escalation,2023-10-18,"""

As  of  Tuesday,  the  Health  Ministry  in  Gaza  said  about  3,000  people  had  been  killed  before  the  hospital-compound  blast  and  more  than  12,500  wounded. ",palestine,PASSIVE
608,"An Israeli Painter's Broad-Minded Brush; When Hamas attacked, I thought of Tal Mazliach, whom I visited last year on her kibbutz next to Gaza.",2023-10-15,"
As  I  watch  the  news,  flinching  at  yet  another  report  of  bodies  mutilated,  babies  murdered,  soldiers  shot  asleep  in  their  underwear,  or  helpless  grandmothers  taken  hostage,  it  occurs  to  me  that  it  is  difficult,  however  much  we  try,  to  think  of  that  many  people's  deaths  at  once,  especially  those  who  were  stabbed,  shot,  or,  most  horrifically,  decapitated. ",israel,ACTIVE
608,"An Israeli Painter's Broad-Minded Brush; When Hamas attacked, I thought of Tal Mazliach, whom I visited last year on her kibbutz next to Gaza.",2023-10-15,"
As  I  watch  the  news,  flinching  at  yet  another  report  of  bodies  mutilated,  babies  murdered,  soldiers  shot  asleep  in  their  underwear,  or  helpless  grandmothers  taken  hostage,  it  occurs  to  me  that  it  is  difficult,  however  much  we  try,  to  think  of  that  many  people's  deaths  at  once,  especially  those  who  were  stabbed,  shot,  or,  most  horrifically,  decapitated. ",israel,ACTIVE
608,"An Israeli Painter's Broad-Minded Brush; When Hamas attacked, I thought of Tal Mazliach, whom I visited last year on her kibbutz next to Gaza.",2023-10-15,"
As  I  watch  the  news,  flinching  at  yet  another  report  of  bodies  mutilated,  babies  murdered,  soldiers  shot  asleep  in  their  underwear,  or  helpless  grandmothers  taken  hostage,  it  occurs  to  me  that  it  is  difficult,  however  much  we  try,  to  think  of  that  many  people's  deaths  at  once,  especially  those  who  were  stabbed,  shot,  or,  most  horrifically,  decapitated. ",israel,PASSIVE
608,"An Israeli Painter's Broad-Minded Brush; When Hamas attacked, I thought of Tal Mazliach, whom I visited last year on her kibbutz next to Gaza.",2023-10-15," Her  family  survived  too,  but  52  people  in  the  kibbutz  were  killed,  seven  taken  hostage,  and  13  others  are  missing. ",israel,PASSIVE
609,Hamas War Shows Us What American Universities Stand For; Some students celebrate and many presidents equivocate. No wonder trust in higher ed is down.,2023-10-17,"
The  Israeli  civilians  who  were  abducted,  tortured  and  killed—including  women,  children  and  senior  citizens—weren't  bystanders  caught  in  the  crossfire. ",israel,
609,Hamas War Shows Us What American Universities Stand For; Some students celebrate and many presidents equivocate. No wonder trust in higher ed is down.,2023-10-17, Entire  families  were  executed  in  their  homes. ,israel,PASSIVE
611,Hostage Crisis Deepens With Execution Threat,2023-10-10,"
Hamas  published  a  photo  Monday  afternoon  of  what  it  claimed  was  a  19-year-old  Israeli  soldier  taken  as  a  hostage  and  one  of  four  killed  in  Israel  airstrikes  in  Gaza  since  Saturday. ",israel,
611,Hostage Crisis Deepens With Execution Threat,2023-10-10,"
At  least  560  Palestinians  have  been  killed  and  2,900  injured,  according  to  the  Palestinian  Health  Ministry.
",palestine,PASSIVE
611,Hostage Crisis Deepens With Execution Threat,2023-10-10, She  says  that  a  father  of  a  friend  who  was  with  her  daughter  at  the  party  received  an  online  video  on  Sunday  morning  showing  the  car  the  girls  were  driving  with  the  friend's  corpse  hanging  outside  of  the  driver's  door. ,israel,ACTIVE
614,"In Israel, Tradition Requires 10 to Attend a Funeral. Hundreds Came. Thousands of people have attended funerals of people they never knew over the past few days. 'It's part of the DNA.'",2023-10-13, His  parents  arrived  from  the  U.S.  to  help  identify  his  body  after  the  23-year-old  was  among  at  least  250  killed  by  Hamas  militants  at  a  music  festival  near  the  Gaza  border  during  the  Oct.  7  attacks. ,israel,
614,"In Israel, Tradition Requires 10 to Attend a Funeral. Hundreds Came. Thousands of people have attended funerals of people they never knew over the past few days. 'It's part of the DNA.'",2023-10-13,"
Earlier  this  week,  thousands  of  people  attended  the  funeral  of  Brazilian-Israeli  Bruna  Valeanu  after  she  was  killed  during  the  same  attack  at  the  music  festival  in  Re'im. ",israel,PASSIVE
614,"In Israel, Tradition Requires 10 to Attend a Funeral. Hundreds Came. Thousands of people have attended funerals of people they never knew over the past few days. 'It's part of the DNA.'",2023-10-13,"
With  at  least  1,300  people  confirmed  to  have  been  killed  during  the  Oct.  7  attacks  ,  with  unofficial  estimates  still  higher,  the  tradition  is  gathering  pace.
",israel,PASSIVE
